OTU	SA_D070	SA_D061	SA_D080	SA_D063	SA_D075	SA_D053	SA_D057	SA_D078	SA_D062	SA_D068	SA_D060	SA_D076	SA_D071	SA_D085	SA_D059	SA_D058	SA_D067	SA_D098	SA_D097	SA_D066	SA_D072	SA_D065	SA_D064	SA_D090	SA_D089	SA_D091	SA_D073	SA_D079	SA_D074	SA_D084	SA_D077	SA_D096	SA_D069	SA_D083	SA_D056	SA_D054	SA_D095	SA_D081	SA_D086	SA_D100	SA_D088	SA_D092	SA_D093	SA_D055	SA_D099	SA_D082	SA_D094	SA_D087
ASV_565	129363	0	0	0	0	0	0	0	2155	5651	0	0	0	0	0	52002	0	0	0	0	1000	535	0	0	0	0	0	0	2413	0	0	0	0	0	4307	0	0	0	0	0	0	0	0	0	0	1251	2528	0
ASV_69	0	12000	11219	2261	0	0	0	5159	35639	33905	31855	0	24665	59700	34777	0	129226	94896	100937	20596	5178	14265	3267	37468	27346	20487	34871	18363	16165	41186	19599	15305	2615	41014	27698	10248	22287	2413	30884	0	0	11915	17276	90154	0	3503	13623	0
ASV_107	1379	0	0	1884	0	0	0	634	0	0	2165	4290	20871	0	0	24432	0	0	0	0	9649	3031	123462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1321	0	0	2379	0	0	0	0	1401	0	608
ASV_152	5824	1951	0	25816	34540	0	55858	0	10940	0	0	26560	0	8077	0	34070	0	0	1879	0	0	0	32475	0	0	0	1472	0	0	0	0	0	41977	0	0	0	0	919	3448	121981	34785	0	1571	0	70974	1601	983	32019
ASV_36	7530	19463	5169	32411	5071	5809	32810	5227	41150	12856	50721	13638	29064	39068	40330	24992	29605	7539	30584	13233	6663	29332	43500	16873	6434	8397	15794	8468	11822	9435	9662	16652	24519	14083	14629	25874	12263	5415	9665	120132	51016	6384	6055	25477	40867	7368	6372	43427
ASV_744	0	0	0	19221	25768	0	0	0	0	0	3711	119521	7244	0	1322	0	1323	0	0	0	1118	0	11626	0	0	0	0	0	0	2583	0	0	0	3558	0	0	0	0	0	38194	11104	0	0	0	11894	0	0	11028
ASV_1000	0	0	0	118528	4386	0	0	0	0	0	0	4495	0	0	0	0	0	0	0	0	0	0	49096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1032	1473	0	0	0	1565	0	0	532
ASV_616	0	8585	0	0	0	0	117139	0	4310	0	0	0	0	0	0	17259	0	0	0	0	0	0	0	0	0	0	57854	0	27424	0	0	0	0	0	0	0	0	1896	0	0	0	0	0	0	0	1801	0	0
ASV_556	0	0	0	0	116231	0	0	2172	0	1554	0	71508	0	3161	0	0	7939	5830	3758	0	0	2140	0	2018	1609	1752	0	0	0	21813	4880	862	0	22335	1114	2024	0	0	1687	0	0	1616	0	717	0	0	0	0
ASV_1634	1456	0	0	0	0	0	0	0	0	3532	0	0	0	0	0	0	0	0	0	115298	0	0	0	0	0	0	0	0	0	0	0	0	1569	0	0	0	0	0	0	0	0	0	248	0	0	0	0	0
ASV_252	2912	24487	440	0	5483	0	0	362	51386	0	6804	2656	19146	1756	3438	0	1103	6032	7307	1925	7531	3210	1057	13499	12754	3808	114575	0	58788	3301	1810	7545	7977	6720	0	0	4480	10399	0	2065	453	1385	1901	0	2035	6355	1966	608
ASV_127	6208	102436	6599	20163	0	0	49893	7874	114376	8194	46391	0	34497	29148	33454	16139	66047	0	7307	15784	8473	51710	13931	14129	9652	7921	85365	7793	57903	7319	10547	24933	25696	11859	3342	0	19375	8216	6162	55743	18356	6881	5869	0	16746	19115	10182	13005
ASV_157	31421	0	24087	0	0	0	0	33124	5967	114006	24433	3065	1552	0	0	61640	0	0	0	23290	25241	0	1729	0	0	1828	0	15354	5951	2583	0	0	3662	0	38168	0	0	9538	0	2753	0	2586	6447	1290	0	13561	30686	0
ASV_45	3908	5203	33290	2261	24672	10652	7956	14179	20666	33104	8762	13826	2472	0	3174	22937	6505	0	696	15014	451	3447	29080	110931	108313	9292	3396	28984	2064	1675	14614	814	2398	0	11436	91055	747	102749	904	12503	16392	4249	49238	8170	18702	61867	33705	11737
ASV_174	0	0	0	0	0	0	0	3620	0	0	0	0	0	108513	0	0	0	39004	56992	0	0	0	0	23591	16086	0	0	0	0	0	5510	0	0	0	0	0	0	0	78346	0	0	0	0	0	0	0	0	0
ASV_290	8583	0	4509	0	0	0	0	0	11769	0	39896	0	17421	0	0	0	0	0	0	11549	106320	0	0	0	0	2818	0	2160	28871	9471	0	0	0	4151	0	4302	0	2930	0	0	0	1201	1901	0	0	3553	3722	0
ASV_40	15864	1268	23977	64823	59760	10892	37420	15114	0	54107	87834	69261	67441	37225	74049	56261	47192	3016	3340	106058	29007	72572	74461	25735	16086	33054	66118	19134	44875	82371	27863	26154	26808	75011	82797	40361	45358	45160	31984	20474	46796	32881	22732	97751	11816	35279	20504	28748
ASV_802	2069	0	0	0	0	0	0	0	0	105671	0	0	0	0	0	0	0	0	0	14436	0	0	0	0	0	0	0	0	1689	0	0	0	0	0	65050	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_452	0	0	19248	0	0	0	0	1629	0	17942	0	2247	0	0	0	0	2205	0	0	104903	73724	0	0	0	0	0	0	0	7157	13633	0	0	1177	0	0	0	0	0	0	0	2606	0	0	0	0	1201	0	0
ASV_1291	0	0	770	0	0	0	0	0	102275	1695	0	0	0	0	0	0	0	0	0	0	0	0	0	3532	0	0	3057	617	3217	0	0	0	0	0	0	0	0	0	0	0	0	139	7191	0	0	0	4986	0
ASV_83	5211	8585	0	26004	0	23236	25489	6516	8122	11584	23814	16958	42086	97276	31206	8742	57667	0	24112	13859	11356	51175	23635	22203	16201	7540	53438	0	30238	16933	13617	15736	23015	26783	17525	24672	21055	6320	25382	61077	36598	7250	4794	28093	30127	8607	7233	25706
ASV_119	0	0	13198	0	0	0	0	0	0	989	0	0	1552	0	0	0	18303	0	522	0	0	0	0	0	0	12262	0	7715	0	1722	0	790	0	2224	1225	0	1848	23930	0	1376	0	3925	96919	1147	978	23094	75662	0
ASV_142	2299	0	12648	5465	57567	9440	0	12399	3978	36307	17010	24926	13626	18963	22215	2466	46199	10254	11691	94894	3295	35305	11626	56769	36768	29703	7699	16280	3619	7749	31012	6467	13338	7116	24059	42765	7952	1896	7189	43528	10198	19534	8349	54895	29735	3453	6320	9583
ASV_319	0	2829	0	1131	67984	0	0	0	0	0	44536	57615	11901	0	94148	0	0	0	0	0	3177	0	480	0	0	0	7925	0	2895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_652	0	0	0	0	0	4357	0	1901	0	0	0	0	0	0	0	0	3969	0	0	0	0	0	0	36837	93759	0	0	0	0	0	2361	0	0	0	15594	15562	0	0	0	0	0	0	0	15193	0	0	0	0
ASV_547	0	0	0	0	0	0	0	724	2321	16529	12371	1839	0	0	14281	0	4741	0	0	0	0	535	0	1766	1838	0	0	617	0	861	2283	1221	327	791	42847	0	1344	0	0	7398	1813	0	0	93164	4539	0	0	228
ASV_261	0	0	0	0	2193	0	0	0	3149	2260	13608	17366	34669	0	793	2690	0	0	0	3272	33420	892	0	0	0	0	15397	0	93128	1148	0	0	588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1213	0	2714	0	0	0	0	0	0	0	0	0	0	0	0	55470	0	1581	594	0	93067	0	0	0	0	0	0	0	0	0	0	0
ASV_532	0	0	0	1884	92656	0	0	0	0	0	0	59862	5520	0	0	0	0	0	939	0	588	0	961	0	0	8835	0	463	0	0	0	0	0	2174	0	0	0	0	0	0	9065	2863	0	0	1017	0	0	8366
ASV_730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92561	11331	0	0	0	83415	0	0	7681
ASV_351	0	50535	0	19032	13706	0	0	0	42601	0	92164	17571	30357	25636	67305	0	441	1407	2818	0	5531	0	8935	0	0	0	5321	0	1045	6888	0	3018	0	10081	0	0	1568	0	12104	3097	0	0	0	0	4147	0	0	0
ASV_99	2989	3122	3190	0	0	0	0	4887	6630	0	19175	7559	90209	0	11768	0	6616	5428	13570	8662	15827	22645	6149	2649	0	10967	38946	2315	30399	10332	7871	4239	5558	15615	0	0	5040	45792	0	91701	4419	9005	28352	0	33648	54544	40025	2662
ASV_326	3602	1073	0	75187	22479	0	48808	0	0	0	57216	16958	10522	0	90578	16363	0	0	0	17324	647	83984	28728	0	0	0	0	0	0	0	0	0	13404	0	0	0	0	2241	880	1548	0	0	3058	0	626	1101	3019	608
ASV_241	0	0	0	1508	52633	0	11931	2353	0	0	3711	30033	20008	0	926	34967	2095	0	1253	20211	5413	88620	1153	0	0	0	16756	0	13269	0	1417	13652	0	593	3342	0	4592	5975	1247	1032	15636	0	1075	717	5165	5204	0	20991
ASV_55	1379	15414	0	86305	12062	1452	20608	0	10443	0	30927	5721	7762	1756	41256	9862	3418	4021	2088	2502	1059	6063	18639	0	0	0	1245	309	0	0	945	0	6669	0	0	5187	0	7986	0	39399	3852	0	744	0	26371	5555	1124	2053
ASV_265	0	31609	0	0	0	0	0	0	22378	0	60309	0	35014	0	85817	0	1654	23322	28287	0	5295	0	0	0	0	0	31587	0	10294	7319	1102	13724	0	29550	14109	5061	5264	0	0	0	0	0	0	18919	0	0	0	0
ASV_1030	0	1756	0	5559	85803	0	0	0	3149	0	0	20737	0	0	0	0	0	0	0	0	0	0	1970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1290	6402	0	0	0	391	0	0	1939
ASV_59	8660	1561	8029	27983	85254	0	0	1991	912	4450	27835	47195	38378	7726	36562	672	17807	10857	13726	0	11356	0	35501	3469	4653	3770	4812	9104	2252	10404	2440	503	39590	17246	4381	0	560	3763	2494	7054	11671	554	5952	4157	10955	5329	3406	12625
ASV_274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4427	0	0	0	0	0	0	0	0	0	0	0	1581	6800	0	1337	3922	0	0	0	84131	14843	0	0	0	61427	0	0	10495
ASV_170	0	683	0	83101	48247	0	0	0	0	0	8041	26356	41396	0	11240	0	0	0	0	0	7472	0	26902	0	0	0	0	0	0	0	0	0	0	2668	0	0	0	0	0	76905	32179	0	0	0	26058	0	0	20230
ASV_80	192	2634	0	13944	2193	0	0	0	6548	0	2165	14097	1294	0	2843	0	662	3719	0	0	618	0	41746	189	0	0	906	0	3337	1722	157	1293	2812	0	186	0	336	57	6052	26581	82884	0	0	0	11229	225	0	0
ASV_689	0	0	0	0	8772	0	0	0	0	0	0	3882	1380	0	0	0	0	0	0	0	0	0	2018	0	0	0	0	0	0	0	0	0	0	395	0	0	896	0	0	0	80901	0	2232	0	1722	651	0	59246
ASV_156	9273	0	7039	0	0	0	3254	21359	10111	35318	0	6538	0	0	0	5828	0	0	0	44271	2707	0	0	80486	9996	914	0	0	3217	3444	8894	0	1373	791	3936	46054	0	4367	0	0	23568	831	8431	0	0	5504	10603	17873
ASV_144	2222	25950	4070	0	0	15975	5423	5068	80063	11584	11752	0	9142	12642	6876	4707	20729	10857	8768	16554	1647	13195	0	23339	12984	16375	17775	9876	14637	25544	15191	16885	14777	24806	17970	40361	21727	9940	8069	0	0	8728	4464	41566	0	9107	4775	0
ASV_60	0	0	14408	0	0	0	0	0	0	0	0	0	345	35118	0	0	0	39004	49581	385	0	178	0	0	230	9825	1019	46601	322	37167	394	63302	0	79656	0	0	65405	6952	8143	0	0	9051	7853	0	0	8057	4845	0
ASV_857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55399	14050	0	0	0	79268	0	0	12017
ASV_535	0	13853	0	13379	0	0	76466	0	9283	0	13917	0	0	0	6744	62761	0	0	0	0	0	2675	3267	0	0	1752	7359	1080	4262	0	0	0	0	0	0	0	0	2241	734	7398	2946	0	0	0	6104	851	211	2738
ASV_275	33490	683	2420	1131	0	0	0	0	0	5086	0	9398	0	0	0	12776	0	2011	626	75454	2471	1605	22963	1009	0	0	0	0	3217	5597	157	719	1831	0	0	25811	0	8101	0	21678	0	185	2810	0	0	11960	28579	532
ASV_1281	0	0	0	0	60309	0	0	0	0	0	0	75084	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45234	0	12660	0	5046	11605	0	74836	0	38522	0	630	0	0	0	2302	23786	0	0	0	0	0	0	0	0	0	0	0	0
ASV_129	0	43706	0	7161	3838	0	13015	0	22378	0	16082	2656	70546	0	11107	0	3308	0	0	0	7178	0	7782	0	0	0	73930	1003	25413	1292	0	4383	1962	5238	27253	12020	5824	1896	0	36646	0	0	3720	28523	12755	2502	5477	0
ASV_139	10193	3707	2200	34484	50440	0	10304	0	6962	1554	59381	32485	54678	0	73520	25329	7939	5026	5637	1347	20299	2496	30553	0	0	1142	6227	2315	4262	6888	1417	7616	30338	9092	5718	2657	6608	8963	954	4301	6005	1155	8762	10033	704	6055	7794	4031
ASV_288	613	0	11879	6595	2193	0	30912	0	0	0	0	0	0	7375	0	73520	0	0	0	0	0	0	7494	0	0	16146	0	7793	0	0	0	0	588	0	0	0	0	3447	2861	3441	1700	4526	496	0	9077	3253	562	1065
ASV_930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23275	0	0	0	0	0	0
ASV_168	14791	0	0	0	0	0	0	32943	0	8476	0	0	0	0	0	7621	992	0	0	34455	0	0	0	71277	6434	0	2038	2932	6353	1148	25266	0	0	988	4233	11767	0	1724	1761	0	5212	1524	0	0	0	1801	0	0
ASV_279	1916	0	0	0	2193	0	0	2715	0	0	0	0	0	0	0	0	882	3016	731	0	0	0	0	0	0	23382	2151	1852	402	0	3778	359	0	0	2228	633	0	1781	0	5850	0	13023	71170	2437	0	1251	47188	0
ASV_588	0	0	0	0	69629	0	8135	0	0	0	0	64357	4830	0	8859	3362	6064	1206	1148	4427	0	21932	0	0	0	0	29097	0	9409	0	0	0	0	0	0	0	0	1379	0	0	13937	0	0	0	0	0	0	11484
ASV_166	1303	12292	0	23743	0	0	0	3530	11603	0	21340	0	6899	23178	16132	0	0	10656	10543	0	1059	0	13259	4794	3907	0	69175	0	20588	2296	9760	23137	5492	9092	0	0	32814	1321	10197	7398	4985	0	1819	0	8138	651	1053	4563
ASV_360	4215	0	0	0	67984	0	0	0	0	0	12062	62110	13281	0	7405	8293	0	0	0	0	4825	0	0	0	0	5179	0	3858	0	0	0	0	5623	0	0	10122	0	4654	0	0	6685	0	0	0	3130	5805	0	7681
ASV_977	0	0	0	0	0	0	0	0	0	0	0	0	67959	0	0	0	0	3418	8559	0	13768	0	0	0	0	0	6793	0	4021	0	0	2156	0	2767	0	0	2128	0	0	0	0	0	0	0	0	0	0	0
ASV_981	0	17853	0	0	0	0	0	0	11438	0	0	0	0	9833	0	0	0	0	5741	0	0	0	0	0	0	0	67590	0	19623	0	0	0	0	0	0	0	0	0	2641	0	0	0	0	0	0	0	0	0
ASV_188	4981	0	9844	0	0	0	0	13983	0	67245	0	2145	0	6497	0	0	0	0	0	8950	0	0	10857	58031	2126	647	0	6712	0	0	5077	0	0	0	4084	0	0	3821	1430	0	2663	2609	5249	0	0	8307	11376	1711
ASV_93	6054	13268	1540	22424	21930	0	18981	0	40114	3532	25051	13689	66924	0	19702	14794	4521	14476	8455	6544	18593	1605	35549	6686	2987	1676	27172	1775	17130	28557	2597	12287	30796	24312	668	2910	14895	3275	5942	0	0	1339	4381	2723	0	2852	2317	0
ASV_215	2606	28194	3960	0	0	0	66704	4163	26356	0	44226	7559	26390	24231	38479	26449	25029	0	8037	10202	4472	20327	4708	12489	7354	10282	41324	7175	24689	7175	10705	13077	7323	12057	10916	10881	10303	4826	6382	37678	9404	9005	5704	20066	12990	7506	9058	6236
ASV_101	0	0	0	0	47150	0	0	0	0	0	0	66605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2925	7931	0	0	0	0	0	0	8290
ASV_1191	65295	0	0	0	1097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3028	345	0	0	0	885	0	315	0	0	0	0	0	0	287	0	0	0	0	0	0	0	1201	0	0
ASV_1347	0	0	0	0	65243	0	0	0	0	0	0	37184	0	0	0	0	0	0	0	0	0	0	0	1388	2183	0	3849	0	1689	0	0	0	0	0	0	0	0	0	0	2237	0	0	0	0	1252	0	0	0
ASV_437	64988	0	1210	0	0	0	0	14209	1823	20343	0	1022	0	0	0	7621	0	1608	3549	5197	2059	0	0	36963	3102	457	793	1620	4262	2153	1810	934	0	0	2525	0	896	4941	807	4989	0	1201	13804	0	391	14862	36233	456
ASV_121	766	4878	11769	0	0	0	7592	5159	23207	63996	0	0	2760	45653	0	6052	25140	47046	36325	19441	530	7489	0	28132	16201	21554	7585	15122	9248	6601	11019	5964	1112	4348	25619	7971	7952	1436	28756	0	0	16302	9093	32822	0	2402	6109	0
ASV_77	5748	0	0	26381	29058	0	50435	0	0	4803	0	19818	13109	5268	0	43933	2315	23322	25573	0	3824	0	43524	0	0	2361	0	0	0	40325	1653	39591	26350	36764	1708	0	63501	3907	4548	55399	48155	831	2232	3727	36230	3203	1124	38255
ASV_237	7357	0	8359	0	0	0	0	8055	1492	46196	49175	0	0	702	0	8966	0	804	0	6352	4177	0	0	0	0	0	0	1697	2332	5310	0	1796	1242	0	62970	0	0	919	0	0	0	2678	0	0	0	14962	8356	0
ASV_1712	0	780	0	5465	50988	0	0	0	0	0	0	62927	2070	0	3174	897	1433	0	0	0	588	0	4227	0	0	0	0	0	0	0	0	0	0	0	965	0	0	0	0	0	0	0	496	1863	0	0	843	0
ASV_159	1456	59998	1760	2827	0	26867	4881	1267	62824	4379	54123	3882	9659	11940	40991	12776	2315	9047	12213	15976	6237	9807	5861	10092	5630	2285	29323	1620	18416	3875	1338	1940	3073	2965	5421	45675	5152	3390	9390	3269	0	831	5290	9316	1252	2152	4775	0
ASV_814	0	0	0	0	14255	0	0	0	0	0	0	62723	4657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6036	0	0	0	0	4704	0	0	55055	2266	0	0	0	15259	0	0	1445
ASV_259	6974	12390	15178	4899	0	0	10304	7150	12266	31504	10825	15527	9142	0	3835	15914	10585	0	11482	61787	5590	23180	14700	44406	5630	7540	10642	6790	13591	9184	9366	2802	6146	0	22203	17081	5600	3103	5942	12559	6232	6650	11738	6880	4460	4253	20574	3346
ASV_180	1456	8097	2970	3580	0	38485	41758	0	24533	5227	0	0	3277	0	14413	29363	6285	4825	0	15591	883	29778	2402	1892	0	1447	5661	1775	1689	0	1968	0	6146	0	15297	61617	0	1609	0	0	0	1247	7522	24796	0	1902	6320	0
ASV_2054	0	0	0	0	61405	0	0	0	0	0	0	47808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5506	1133	0	0	0	3365	0	0	0
ASV_1620	0	0	0	0	0	60995	0	1086	0	2402	0	0	0	0	0	7173	2426	0	0	18093	0	16761	0	3154	1149	0	0	0	0	0	1732	0	0	0	0	34035	0	0	0	0	0	0	0	0	0	0	0	0
ASV_582	0	0	0	0	0	0	0	0	0	0	0	0	11556	60753	0	0	0	2212	1774	0	1530	0	0	0	0	0	0	0	0	0	0	0	0	889	0	0	0	0	12397	0	0	0	0	0	0	0	0	0
ASV_267	31344	0	0	0	0	0	0	59958	0	0	0	0	0	0	0	7957	0	0	0	5197	0	0	0	59797	4653	0	0	0	0	0	6926	0	0	0	0	0	0	4482	0	0	0	739	1240	0	0	7956	5618	0
ASV_94	0	0	0	6784	19189	0	0	0	0	0	0	17775	0	0	0	0	0	0	0	0	0	0	5957	0	0	0	0	0	0	0	0	0	3335	0	0	0	0	3620	0	9635	37731	0	0	0	59549	5204	0	55520
ASV_309	0	0	0	13191	0	0	0	0	0	0	0	0	0	0	0	7173	0	0	0	0	0	0	36030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59236	0	0	0	0	0	0	0	33227	0	0
ASV_66	0	0	0	0	0	0	0	0	0	0	0	0	59162	0	0	0	0	0	0	0	16357	0	0	0	0	0	0	0	0	8897	0	0	0	10575	0	0	0	0	0	0	34785	0	0	0	0	0	0	25630
ASV_698	0	0	0	58981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42496	11217	0	0	0	13146	0	0	10191
ASV_929	0	0	0	0	0	0	0	0	0	0	0	58841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	919	0	0	6345	0	0	0	0	2477	0	1863
ASV_348	0	0	0	0	0	0	0	0	0	0	18556	0	58127	8779	24859	0	0	0	0	0	11826	0	0	0	0	0	44494	0	13109	9758	0	0	6865	9290	0	0	0	0	7482	0	0	0	0	0	0	0	0	1977
ASV_357	0	0	49054	0	22479	0	0	3077	31329	11019	0	5516	0	15101	0	0	2867	0	1566	11549	0	2675	2018	32674	27002	30845	1359	57943	1206	0	3935	0	0	1087	1782	3416	0	287	3595	0	0	13346	744	0	0	951	772	4791
ASV_317	0	0	0	1508	0	0	0	0	0	0	0	0	0	0	0	0	0	37597	57097	0	0	0	1729	0	0	0	0	540	0	0	0	719	0	0	0	0	0	0	0	2581	1700	0	0	0	3287	0	0	1825
ASV_164	0	0	990	0	0	0	0	0	829	0	5567	0	5347	4214	7405	0	221	52072	56679	0	1236	0	0	0	0	5407	1359	694	0	4018	551	7185	0	4052	0	0	9296	0	3888	516	0	3556	331	0	0	100	140	228
ASV_1184	0	0	0	56343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1637	0	0	0	0	0	0	0	0	0	0	0	0	1207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55679	0	287	0	8400	0	0	448	0	440	0	0	0	0	0	0	0	0	0
ASV_211	37399	0	6599	0	0	0	0	5430	0	15399	25979	5925	0	0	0	43484	0	0	0	55243	11297	0	0	15139	0	0	0	0	0	6601	0	0	2485	0	10322	2024	0	9250	0	0	0	2494	0	0	0	51442	23453	0
ASV_218	3870	0	7864	1508	0	0	0	7285	8620	8547	6959	4290	6641	0	0	6724	1489	1809	0	55147	4119	0	2066	15706	0	2171	2038	5517	10334	0	5116	0	1831	0	1559	2024	0	0	1981	2151	1360	2217	3513	0	2700	1301	3230	1749
ASV_636	5250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54356	0	0	0	8758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1395	0	0	0	0	54278	0	0	0	0	0	0	44744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_82	14484	10439	8359	18844	3838	0	26573	4797	34644	18789	40824	3065	44156	20017	34512	27794	19737	29957	18997	21751	18593	19079	53996	19302	11490	12947	21285	7561	19944	19660	5667	16598	26154	18876	11733	9236	23407	8503	15038	27011	6912	8174	10746	11466	25119	8557	8918	4867
ASV_381	0	2878	0	27041	46602	0	0	0	2652	0	0	53835	1811	0	727	0	2040	1106	0	0	0	1248	28824	0	0	0	0	0	281	574	0	2263	1210	0	149	0	0	0	2017	6366	13030	0	0	287	12246	0	0	0
ASV_158	2529	39121	5829	53705	0	0	23862	6878	48403	2684	30000	0	25700	31255	42181	8518	24147	5830	14300	17324	5766	31382	35261	4920	2987	7540	40418	5787	19864	11480	12594	8263	8892	14330	7426	37830	8848	1436	4622	30968	5439	4064	3058	17343	8216	1451	6811	4183
ASV_194	0	0	19358	0	3838	0	0	53668	18234	26983	5258	14097	6382	0	529	0	1213	0	0	36764	16180	0	1441	12363	3907	0	1811	7561	16647	1292	25974	0	327	0	7574	2784	0	0	1467	0	1133	924	0	0	0	0	632	532
ASV_118	0	0	22987	0	10965	0	0	0	0	1837	0	2860	31737	19315	0	0	1985	1407	1461	0	12179	0	0	22708	8732	31226	0	32868	0	53527	1968	20119	0	49513	0	0	32590	5860	9096	8774	8498	22998	8514	0	5399	4904	4424	5780
ASV_220	1073	0	9899	10176	0	25415	0	2806	0	1837	31237	0	39326	0	32132	0	53146	0	0	0	4766	17831	5284	4542	13099	4037	4642	8718	0	0	3542	0	1569	0	2822	2404	0	8216	1320	0	0	1201	2562	2437	0	8257	2458	0
ASV_173	1533	0	0	0	18641	0	7050	5702	0	11867	0	21657	0	0	0	10087	9813	0	0	962	0	0	961	53111	24129	0	0	0	0	0	4880	0	6473	0	21906	0	0	0	0	18753	23228	0	0	19349	26684	0	0	19622
ASV_260	0	7805	0	0	0	22510	0	0	5470	1413	0	1430	5864	4916	1587	1793	7498	2011	2714	10202	1118	48678	961	0	0	1523	32380	1543	9329	1435	0	647	719	4052	520	52634	2128	402	2201	16689	10991	1062	1075	0	18780	550	1334	9963
ASV_2639	0	0	0	0	52633	0	0	0	0	0	0	50873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1068	843	0	0	12060	18641	0	0	0	0	0	12062	3473	3105	0	52495	4483	0	0	0	0	1236	1426	5092	0	0	0	0	0	0	0	0	0	4315	0	0	0	0	0	0	0	0	0	0	0	783	0	0	0
ASV_648	0	52096	0	0	18093	0	1085	7421	31661	0	0	12871	0	1756	0	4931	8711	0	626	577	0	0	384	252	1034	0	8831	0	2895	0	11019	0	0	0	743	253	0	747	587	2237	3399	0	0	0	939	851	0	2206
ASV_250	4675	16292	13528	0	0	18153	51520	4254	23207	3249	12990	0	0	3512	9521	22415	11908	8042	9603	21366	883	38158	0	19175	13903	11196	2604	12576	2654	0	5982	0	10265	0	9876	49724	0	5114	1541	0	0	9098	10250	16913	0	7256	11516	0
ASV_1510	0	0	0	0	0	9440	0	362	0	0	0	0	0	0	0	0	221	804	0	13281	0	2496	0	0	0	0	0	0	0	0	157	0	327	0	0	50736	0	0	880	0	0	0	0	1577	0	0	0	0
ASV_1748	0	50730	0	0	0	0	0	0	16245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_703	0	683	0	0	0	29045	0	0	0	0	0	0	0	0	0	4035	0	0	0	4042	0	0	0	0	0	0	0	0	0	0	0	0	654	0	5124	50103	0	0	0	0	0	0	0	1577	0	0	0	0
ASV_141	1763	0	11182	0	8405	0	0	6667	0	37814	0	1567	0	1289	0	6052	1654	0	0	49790	0	0	833	19848	32709	7413	0	7124	0	0	7058	0	0	0	4604	9151	0	28574	0	4702	2040	1185	10140	1911	13277	30641	7982	2510
ASV_1168	0	1561	0	49559	0	4357	4338	0	0	1554	0	2247	0	0	0	0	8270	0	0	15976	0	41368	12394	0	0	0	0	0	0	0	0	0	1177	0	3861	4681	0	0	0	0	0	0	0	2867	0	0	0	0
ASV_620	0	10146	0	5276	3290	0	49350	0	11603	0	0	6334	862	6321	397	33622	0	0	0	0	177	0	6053	0	0	0	6793	0	1930	1005	0	0	458	8895	2822	0	336	517	1174	0	13030	0	413	4873	235	450	1124	10952
